Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2013,"BANKINTER,S.A. ",Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.06%,-0.42%,"(21,31,800)","(5,59,024)",(217),"(7,659)","(1,674)",(40),"(1,926)","(15,61,748)",489,6%
2013,CAPITALAND COMMERCIAL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65) ",-0.69%,-1.23%,"(21,28,140)","(20,33,075)",(487),"(26,885)","(6,271)",(88),(590),"(60,862)",119,1%
2013,BEFIMMO SCA,Belgium,"Financial intermediation,except insurance and pension funding (65) ",-1.00%,-1.52%,"(18,98,989)","(18,54,388)",(428),"(24,667)","(5,779)",(78),(101),"(13,569)",21,0%
2013,EUROCOMMERCIAL PROPERTIES NV,Netherlands,"Financial intermediation,except insurance and pension funding (65) ",-0.68%,-1.76%,"(18,89,454)","(18,44,010)",(430),"(24,552)","(5,746)",(78),(154),"(14,533)",50,1%
2013,BGEO GROUP PLC,Georgia,"Financial intermediation,except insurance and pension funding (65) ",-0.90%,-2.93%,"(18,21,148)","(17,84,075)",(373),"(21,198)","(4,938)",(67),"(1,272)","(9,184)",(41),13%
2013,KOTAK MAHINDRA BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65) ",-0.07%,-0.35%,"(17,88,716)","(12,96,777)",(348),"(16,642)","(3,806)",(66),(653),"(4,70,824)",400,3%
2013,WORKSPACE GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-1.48%,-6.21%,"(17,08,245)","(16,71,122)",(385),"(22,226)","(5,208)",(70),(66),"(9,181)",12,0%
2013,SKANDINAVISKA ENSKILDA BANKEN,Sweden,"Financial intermediation,except insurance and pension funding (65) ",-0.01%,-0.06%,"(17,01,073)","(12,24,980)",(369),"(15,685)","(3,577)",(66),"(3,714)","(4,53,149)",468,5%
2013,WERELDHAVE N.V.,Netherlands,"Financial intermediation,except insurance and pension funding (65) ",-0.86%,-1.67%,"(15,95,123)","(15,57,756)",(362),"(20,736)","(4,855)",(66),(103),"(11,279)",33,1%
2013,SVENSKA HANDELSBANKEN AB,Sweden,"Financial intermediation,except insurance and pension funding (65) ",-0.01%,-0.05%,"(14,57,510)","(14,24,324)",(395),"(18,473)","(4,253)",(71),"(2,881)","(7,478)",363,5%
2013,GREAT PORTLAND ESTATES P.L.C.,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-1.19%,-12.50%,"(13,66,790)","(13,35,750)",(308),"(17,766)","(4,163)",(56),(65),"(8,694)",12,0%
2013,DERWENT LONDON PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.35%,-0.65%,"(12,47,042)","(12,17,702)",(286),"(16,197)","(3,790)",(52),(203),"(8,849)",37,1%
2013,HACHIJUNI BANK LTD,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.08%,-0.30%,"(11,89,700)","(11,64,939)",(372),"(14,527)","(3,233)",(71),"(1,634)","(5,682)",758,9%
2013,TP ICAP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.82%,"(11,70,577)","(11,44,359)",(291),"(15,227)","(3,543)",(52),(762),"(6,482)",138,4%
2013,SINOPAC FINANCIAL HOLDINGS COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.08%,-0.27%,"(11,32,027)","(11,11,964)",(430),"(11,218)",(730),(97),"(8,581)","(1,276)","2,269 ",40%
2013,KIWI PROPERTY GROUP LTD,New Zealand,"Financial intermediation,except insurance and pension funding (65) ",-0.57%,-1.66%,"(9,37,359)","(9,16,493)",(221),"(12,107)","(2,821)",(40),(315),"(5,425)",63,1%
2013,FAR EASTERN INTERNATIONAL BANK,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.16%,-0.76%,"(8,93,465)","(8,75,718)",(264),"(10,349)","(1,736)",(55),"(3,118)","(3,050)",824,18%
2013,SAFESTORE HOLDINGS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.56%,-1.08%,"(8,86,071)","(8,66,753)",(202),"(11,528)","(2,700)",(37),(91),"(4,777)",16,1%
2013,BIG YELLOW GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.73%,-1.97%,"(8,54,533)","(8,35,795)",(194),"(11,116)","(2,604)",(35),(67),"(4,734)",12,0%
2013,MERCIALYS,France,"Financial intermediation,except insurance and pension funding (65) ",-0.39%,-0.81%,"(8,21,900)","(8,05,083)",(236),"(9,921)","(2,239)",(45),(848),"(3,935)",407,5%
2013,CLOSE BROTHERS GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.06%,-0.27%,"(7,22,166)","(7,05,719)",(189),"(9,393)","(2,176)",(34),(719),"(4,065)",130,5%
2013,SCHRODERS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.02%,-0.09%,"(7,12,228)","(6,94,883)",(226),"(9,260)","(2,108)",(40),"(1,742)","(4,284)",316,11%
2013,JULIUS BAER GRUPPE AG,Switzerland,"Financial intermediation,except insurance and pension funding (65) ",-0.02%,-0.25%,"(6,74,711)","(6,47,148)",(209),"(8,143)","(1,813)",(40),"(1,029)","(16,758)",429,9%
2013,PROVIDENT FINANCIAL PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.21%,"(6,69,213)","(6,53,586)",(189),"(8,703)","(2,004)",(34),"(1,022)","(3,862)",185,8%
2013,SOCIETE FONCIERE LYONNAISE,France,"Financial intermediation,except insurance and pension funding (65) ",-0.31%,-0.74%,"(6,41,226)","(6,24,784)",(193),"(7,541)","(1,683)",(37),(829),"(6,557)",398,6%
2013,AAREAL BANK AG,Germany,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.22%,"(6,12,908)","(5,55,568)",(196),"(7,405)","(1,669)",(35),"(1,655)","(46,708)",328,13%
2013,CAPITAL SECURITIES CORPORATION,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.31%,-1.47%,"(5,84,363)","(5,72,259)",(153),"(7,157)","(1,437)",(30),"(1,090)","(2,525)",288,10%
2013,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,India,"Financial intermediation,except insurance and pension funding (65) ",-0.08%,-0.26%,"(5,63,547)","(2,89,035)",(79),"(3,688)",(840),(15),(168),"(2,69,824)",103,2%
2013,SAMSUNG SECURITIES CO LTD,South Korea,"Financial intermediation,except insurance and pension funding (65) ",-0.06%,-0.20%,"(5,11,921)","(4,98,017)",(148),"(6,645)","(1,525)",(27),"(1,223)","(4,507)",171,9%
2013,WATERLAND FINANCIAL HOLDINGS CO LTD,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.30%,-0.92%,"(4,72,732)","(4,62,953)",(124),"(5,780)","(1,154)",(25),(906),"(2,029)",240,10%
2013,SYDBANK AS,Denmark,"Financial intermediation,except insurance and pension funding (65) ",-0.05%,-1.49%,"(4,66,388)","(3,96,796)",(92),"(4,739)","(1,091)",(17),(198),"(63,501)",47,8%
2013,HANSTEEN HOLDINGS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.31%,-0.75%,"(4,50,720)","(4,40,853)",(104),"(5,864)","(1,372)",(19),(83),"(2,440)",15,1%
2013,ALSTRIA OFFICE REIT-AG,Germany,"Financial intermediation,except insurance and pension funding (65) ",-0.23%,-0.55%,"(3,34,852)","(3,27,467)",(82),"(4,357)","(1,015)",(15),(165),"(1,784)",33,3%
2013,TAICHUNG COMMERCIAL BANK COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.08%,-0.28%,"(3,31,333)","(3,25,367)",(122),"(3,357)",(271),(27),"(2,331)",(474),616,37%
2013,IDFC LIMITED,India,"Financial intermediation,except insurance and pension funding (65) ",-0.02%,-0.07%,"(3,10,448)","(3,04,185)",(96),"(3,737)",(827),(19),(333),"(1,454)",204,7%
2013,PARAGON BANKING GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.06%,N/A,"(2,75,155)","(2,52,221)",(68),"(3,357)",(777),(12),(274),"(18,495)",50,5%
2013,GROWTHPOINT PROPERTIES LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,N/A,"(2,38,017)","(2,32,124)",(51),"(2,965)",(677),(9),"(1,002)","(1,191)",3,8%
2013,JANUS HENDERSON GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.02%,-0.12%,"(2,19,386)","(2,14,021)",(70),"(2,852)",(649),(12),(558),"(1,325)",101,12%
2013,HARGREAVES LANSDOWN PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.03%,-0.05%,"(1,46,879)","(1,43,392)",(43),"(1,910)",(438),(8),(277),(862),50,9%
2013,SHAFTESBURY PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.19%,"(1,28,406)","(1,25,504)",(32),"(1,670)",(389),(6),(79),(741),14,3%
2013,RATHBONE BROTHERS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",0.05%,0.19%,"1,39,643 ","1,36,807 ",25,"1,818 ",433,5,(177),702,32,0
2013,MACQUARIE GROUP LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65) ",0.09%,0.63%,"79,53,652 ","77,82,957 ","1,487 ","1,03,233 ","24,468 ",274,"(3,210)","43,028 ","1,417 ",0
2013,CREDIT SUISSE GROUP AG,Switzerland,"Financial intermediation,except insurance and pension funding (65) ",0.03%,0.28%,"1,21,70,494 ","1,19,81,541 ","1,819 ","1,66,320 ","40,434 ",303,"(15,451)","(10,906)","6,434 ",0
2013,SVENSKA CELLULOSA SCA AB,Sweden,"Forestry,logging and related service activities (02) ",-9.39%,-85.57%,"(1,30,16,02,379)","(90,27,31,128)","(1,90,860)","(99,82,093)","(22,95,711)","(13,02,96,354)","(40,55,629)","(25,21,14,986)","64,381 ",26%
2013,MEDICLINIC INTERNATIONAL PLC,South Africa,Health and social work (85),-1.85%,-9.02%,"(2,48,59,292)","(2,29,54,889)","(4,820)","(2,71,801)","(63,394)",(859),"(29,193)","(15,33,550)",(788),13%
2013,LIFE HEALTHCARE GROUP HOLDINGS LIMITED,South Africa,Health and social work (85),-2.08%,-8.97%,"(2,34,75,868)","(2,14,65,239)","(4,547)","(2,57,260)","(60,037)",(812),"(24,598)","(16,62,712)",(664),11%
2013,ALLSTATE CORP,United States,"Insurance and pension funding,except compulsory social security (66) ",-0.05%,-0.35%,"(1,85,08,964)","(1,81,05,487)","(5,940)","(2,38,141)","(53,633)","(1,126)","(21,830)","(94,276)","11,468 ",13%
2013,AON PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.16%,-1.12%,"(1,83,71,297)","(1,79,68,477)","(4,283)","(2,39,406)","(55,946)",(780),"(4,954)","(98,375)",924,2%
2013,SAMSUNG LIFE INSURANCE COMPANY LIMITED,South Korea,"Insurance and pension funding,except compulsory social security (66) ",-0.08%,-1.43%,"(1,79,29,554)","(1,58,26,548)","(4,877)","(2,10,244)","(48,106)",(869),"(46,094)","(17,98,876)","6,059 ",9%
2013,DAI-ICHI LIFE HOLDINGS INC,Japan,"Insurance and pension funding,except compulsory social security (66) ",-0.03%,N/A,"(1,42,76,954)","(1,39,58,987)","(4,787)","(1,82,768)","(40,622)",(889),"(26,952)","(71,405)","9,456 ",13%
2013,"MS&AD INSURANCE GROUP HOLDINGS,INCORPORATED ",Japan,"Insurance and pension funding,except compulsory social security (66) ",-0.03%,N/A,"(1,14,81,719)","(1,06,55,537)","(3,836)","(1,39,186)","(30,677)",(713),"(23,653)","(6,36,415)","8,298 ",13%
2013,TOKIO MARINE HOLDINGS INCORPORATED,Japan,"Insurance and pension funding,except compulsory social security (66) ",-0.02%,-0.58%,"(85,70,389)","(80,84,515)","(3,077)","(1,05,301)","(22,972)",(573),"(20,762)","(3,40,473)","7,284 ",15%
2013,SOMPO HOLDINGS INC,Japan,"Insurance and pension funding,except compulsory social security (66) ",-0.03%,-4.28%,"(79,57,925)","(77,80,645)","(2,677)","(1,01,857)","(22,626)",(497),"(15,174)","(39,772)","5,324 ",0
2013,DISCOVERY LTD,South Africa,"Insurance and pension funding,except compulsory social security (66) ",-0.32%,-2.13%,"(74,40,740)","(55,76,475)","(1,261)","(73,431)","(17,099)",(230),"(6,141)","(17,66,124)",20,2%
2013,LIBERTY HOLDINGS LIMITED,South Africa,"Insurance and pension funding,except compulsory social security (66) ",-0.09%,-0.88%,"(73,45,043)","(51,23,504)","(1,122)","(65,547)","(14,954)",(206),"(21,702)","(21,18,081)",72,6%
2013,"PRINCIPAL FINANCIAL GROUP,INCORPORATED ",United States,"Insurance and pension funding,except compulsory social security (66) ",-0.08%,-0.59%,"(73,21,354)","(59,51,134)","(1,848)","(78,429)","(17,792)",(349),"(5,915)","(12,68,995)","3,107 ",9%
2013,SUNCORP GROUP LIMITED,Australia,"Insurance and pension funding,except compulsory social security (66) ",-0.05%,-0.23%,"(65,31,379)","(63,82,920)","(2,094)","(77,858)","(15,713)",(421),"(30,405)","(27,614)","5,646 ",1%
2013,SANLAM LIMITED,South Africa,"Insurance and pension funding,except compulsory social security (66) ",-0.06%,-0.54%,"(61,99,394)","(48,28,216)","(1,045)","(61,108)","(13,832)",(192),"(25,976)","(12,69,110)",87,8%
2013,T&D HOLDINGS INCORPORATED,Japan,"Insurance and pension funding,except compulsory social security (66) ",-0.02%,-0.18%,"(53,15,265)","(51,51,396)","(1,972)","(67,078)","(14,618)",(367),"(13,411)","(71,128)","4,705 ",15%
2013,INSURANCE AUSTRALIA GROUP LIMITED,Australia,"Insurance and pension funding,except compulsory social security (66) ",-0.06%,-0.32%,"(51,38,658)","(50,22,836)","(1,556)","(62,284)","(12,970)",(309),"(19,534)","(22,796)","3,627 ",0%
2013,CHINA DEVELOPMENT FINANCIAL HOLDING CORPORATION,Taiwan,"Insurance and pension funding,except compulsory social security (66) ",-0.37%,-1.07%,"(36,63,171)","(30,96,450)",(805),"(36,737)","(5,847)",(170),"(12,288)","(5,13,176)","2,300 ",27%
2013,DIRECT LINE INSURANCE GROUP PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.05%,-0.44%,"(33,12,865)","(32,38,618)",(836),"(43,310)","(10,054)",(152),"(2,726)","(17,678)",508,5%
2013,PHOENIX GROUP HOLDINGS PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.02%,-0.20%,"(14,85,231)","(14,49,999)",(452),"(19,584)","(4,465)",(83),"(3,440)","(7,850)",642,11%
2013,RSA INSURANCE GROUP PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.01%,-0.28%,"(12,37,418)","(8,73,549)",(425),"(12,178)","(2,619)",(78),"(6,430)","(3,43,338)","1,199 ",0
2013,SANTAM LIMITED,South Africa,"Insurance and pension funding,except compulsory social security (66) ",-0.06%,-0.69%,"(9,62,871)","(9,38,641)",(204),"(11,935)","(2,711)",(37),"(4,592)","(4,766)",15,9%
2013,ADMIRAL GROUP PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.05%,-0.12%,"(7,36,812)","(7,20,268)",(187),"(9,635)","(2,235)",(34),(642),"(3,930)",120,5%
2013,CHARLES TAYLOR PLC,United Kingdom,"Insurance and pension funding,except compulsory social security (66) ",-0.12%,-1.64%,"(2,29,055)","(2,24,017)",(54),"(2,986)",(697),(10),(79),"(1,226)",15,2%
2013,ARCELORMITTAL SA,Luxembourg,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-35.46%,-1740.08%,"(28,17,19,31,683)","(23,46,10,03,652)","(60,06,407)","(26,34,42,947)","(6,12,15,456)","(9,86,471)","(2,93,63,31,052)","(1,44,57,11,215)","27,65,540 ",25%
2013,POSCO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-21.49%,-460.84%,"(12,64,20,62,099)","(11,60,74,84,557)","(26,42,311)","(12,92,58,525)","(2,99,04,742)","(4,63,131)","(70,09,58,313)","(17,22,49,454)","8,98,951 ",20%
2013,CHINA STEEL CORPORATION,Taiwan,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-25.72%,-369.86%,"(2,99,47,32,184)","(2,68,37,61,834)","(6,02,039)","(3,06,27,649)","(71,05,841)","(1,06,057)","(13,61,88,127)","(13,64,79,955)","1,39,321 ",0
2013,HYUNDAI STEEL CO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-19.30%,-342.18%,"(2,48,28,54,113)","(2,26,05,94,911)","(4,72,099)","(2,45,70,353)","(56,92,761)","(84,217)","(15,33,33,077)","(3,81,61,409)","54,718 ",28%
2013,MERAFE RESOURCES LIMITED,South Africa,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-394.25%,-4229.69%,"(1,31,51,78,140)","(1,13,61,51,249)","(2,12,192)","(1,17,61,553)","(27,54,134)","(37,859)","(8,86,31,711)","(7,55,85,267)","(44,175)",33%
2013,KISCO CORPORATION,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-12.45%,-7613.12%,"(9,71,90,083)","(8,32,43,573)","(18,875)","(7,73,746)","(1,76,099)","(3,199)","(93,03,436)","(36,83,086)","11,931 ",37%
2013,PEPSICO INC.,United States,Manufacture of beverages,-1.50%,-9.79%,"(99,32,77,782)","(61,33,19,627)","(1,65,845)","(80,85,575)","(18,38,096)","(30,809)","(4,14,334)","(36,95,94,759)","1,71,263 ",3%
2013,CONCHA Y TORO WINERY INC,Chile,Manufacture of beverages,-38.36%,-513.67%,"(34,72,40,889)","(81,05,799)","(1,752)","(82,376)","(18,405)","(15,745)","(18,884)","(33,89,99,685)","1,758 ",1%
2013,TREASURY WINE ESTATES LTD,Australia,Manufacture of beverages,-18.06%,-428.74%,"(27,92,72,077)","(69,58,388)","(1,939)","(91,619)","(20,726)",(343),"(16,283)","(27,21,84,460)","1,680 ",0%
2013,HEINEKEN HOLDING,Netherlands,Manufacture of beverages,-0.90%,-7.46%,"(23,92,31,425)","(18,17,73,080)","(64,623)","(23,94,127)","(5,42,486)","(10,151)","(1,69,257)","(5,43,43,926)","66,225 ",2%
2013,HEINEKEN NV,Netherlands,Manufacture of beverages,-0.90%,-7.19%,"(23,85,83,349)","(18,17,73,080)","(64,623)","(23,94,127)","(5,42,486)","(10,151)","(1,69,257)","(5,36,95,851)","66,225 ",2%
2013,KIRIN HOLDINGS COMPANY LIMITED.,Japan,Manufacture of beverages,-0.65%,-10.28%,"(13,97,39,025)","(12,58,95,096)","(29,995)","(16,75,578)","(3,86,748)","(5,509)","(32,629)","(1,17,22,971)","9,502 ",1%
2013,CARLSBERG AS,Denmark,Manufacture of beverages,-1.08%,-7.53%,"(13,32,97,796)","(8,80,32,224)","(31,142)","(11,06,039)","(2,52,065)","(5,176)","(3,79,028)","(4,35,31,815)","39,692 ",5%
2013,ASAHI GROUP HOLDINGS LIMITED,Japan,Manufacture of beverages,-0.67%,-9.82%,"(10,97,85,640)","(9,68,94,749)","(22,543)","(12,82,428)","(2,98,166)","(4,121)","(24,809)","(1,12,62,468)","3,644 ",2%
2013,ARCA CONTINENTAL SAB DE CV,Mexico,Manufacture of beverages,-2.06%,-12.70%,"(9,50,51,365)","(2,14,03,293)","(5,942)","(2,83,102)","(49,694)","(1,063)","(1,23,326)","(7,31,94,278)","9,334 ",3%
2013,SAPPORO HOLDINGS LIMITED,Japan,Manufacture of beverages,-0.77%,-25.52%,"(3,72,63,585)","(3,29,18,208)","(8,203)","(4,37,710)","(1,01,429)","(1,495)","(7,379)","(37,92,994)","3,833 ",3%
2013,BROWN-FORMAN CORPORATION,United States,Manufacture of beverages,-1.00%,-3.17%,"(2,84,61,504)","(1,60,68,162)","(4,772)","(2,10,640)","(46,915)",(895),"(17,774)","(1,21,19,693)","7,347 ",4%
2013,"CONSTELLATION BRANDS,INC. ",United States,Manufacture of beverages,-0.53%,-2.74%,"(1,47,22,269)","(1,22,64,538)","(3,882)","(1,60,110)","(35,115)",(733),"(17,444)","(22,47,659)","7,210 ",6%
2013,COCA COLA HBC AG,Switzerland,Manufacture of beverages,-0.16%,-2.70%,"(1,31,33,468)","67,92,728 ","(53,671)","36,992 ","40,863 ","(7,684)","(10,240)","(2,01,44,257)","2,11,802 ",3%
2013,BRITVIC PLC,United Kingdom,Manufacture of beverages,-0.54%,-5.31%,"(1,18,79,843)","(58,05,263)","(2,310)","(77,609)","(17,065)",(419),"(11,895)","(59,70,510)","5,228 ",11%
2013,C&C GROUP PUBLIC LIMITED COMPANY,Ireland,Manufacture of beverages,-0.83%,-3.46%,"(54,27,596)","(42,90,999)","(1,105)","(57,155)","(13,135)",(198),"(1,245)","(10,64,360)",601,3%
2013,"ITO EN,LTD. ",Japan,Manufacture of beverages,-0.09%,-1.84%,"(35,41,660)","(34,21,257)","(1,317)","(45,430)","(9,707)",(241),"(5,846)","(60,898)","3,037 ",15%
2013,A.G. BARR P.L.C.,United Kingdom,Manufacture of beverages,-0.43%,-2.95%,"(17,08,104)","(15,03,249)",(520),"(20,065)","(4,501)",(94),"(2,138)","(1,78,476)",940,6%
2013,LG DISPLAY COMPANY LIMITED,South Korea,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.15%,-73.22%,"(81,02,33,619)","(77,98,90,848)","(1,80,297)","(1,03,65,076)","(24,22,793)","(32,788)","(85,868)","(1,72,67,273)","11,324 ",0%
2013,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED,Taiwan,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.13%,-8.92%,"(62,50,46,342)","(56,99,47,611)","(1,29,656)","(75,18,007)","(17,60,984)","(23,599)","(53,206)","(4,56,13,773)",494,1%
